n,r2,rmse,mae,spearman,experiment,model,outcome,feature_set,fold,n_train,n_test,z_dim,train_edges,test_edges,n_outputs,holdout_country
1489,-0.2758420704463356,0.17059669510979467,0.14018159867699032,0.1455925195593053,loco,xgb,dhs_stunting,ae_plus_orthogonal,,3643,1489,,,,,KEN
1489,-0.2772897300468744,0.17069345313836506,0.1412748701637767,0.15274716118378112,loco,xgb,dhs_stunting,ae_plus_amount,,3643,1489,,,,,KEN
1490,-0.06850721116321257,0.0946756333006559,0.07249359194464332,0.30810563027584825,loco,xgb,dhs_mobile,ae_only,,3696,1490,,,,,KEN
1490,-0.45751677689527503,0.11057482770914816,0.08511840305072349,0.38101216306073454,loco,xgb,dhs_mobile,tab_only,,3696,1490,,,,,KEN
1490,0.00783268562394479,0.09123089763352879,0.0682953830333364,0.34358876390791115,loco,xgb,dhs_mobile,full,,3696,1490,,,,,KEN
1490,-0.013472969492214215,0.09220523417185571,0.07037446128842015,0.3612804552893265,loco,xgb,dhs_mobile,ae_plus_orthogonal,,3696,1490,,,,,KEN
1490,-0.0016306280859330613,0.09166494625452964,0.07092169061203131,0.3264785633942023,loco,xgb,dhs_mobile,ae_plus_amount,,3696,1490,,,,,KEN
1350,0.6409888953568963,0.5290875655769625,0.42785240263954083,0.8190530596846539,loco,xgb,dhs_wealth,ae_only,,3836,1350,,,,,NGA
1350,0.76228554839806,0.4305280048009064,0.3309796357637754,0.8741899922395933,loco,xgb,dhs_wealth,tab_only,,3836,1350,,,,,NGA
1350,0.7565840842412737,0.4356604137522442,0.3349905399015794,0.8697065805431626,loco,xgb,dhs_wealth,full,,3836,1350,,,,,NGA
1350,0.7360492304048096,0.4536647966389567,0.35224888915644476,0.8584309761242972,loco,xgb,dhs_wealth,ae_plus_orthogonal,,3836,1350,,,,,NGA
1350,0.7501498519023329,0.4413807818247496,0.3384483969904896,0.8645131547397281,loco,xgb,dhs_wealth,ae_plus_amount,,3836,1350,,,,,NGA
1350,0.3515336050196338,0.2946255073646305,0.25110268019415716,0.6754123015327004,loco,xgb,dhs_sanitation,ae_only,,3836,1350,,,,,NGA
1350,0.40689316131847897,0.28176890988975395,0.23163335432057028,0.6916257377234155,loco,xgb,dhs_sanitation,tab_only,,3836,1350,,,,,NGA
1350,0.41004589255641355,0.28101902365000553,0.23800412134439858,0.7027504298992864,loco,xgb,dhs_sanitation,full,,3836,1350,,,,,NGA
1350,0.37859404726120793,0.2884126537554734,0.24584196087938767,0.6774887068275235,loco,xgb,dhs_sanitation,ae_plus_orthogonal,,3836,1350,,,,,NGA
1350,0.432786387056622,0.2755496911599164,0.23149853415511273,0.7216194024816937,loco,xgb,dhs_sanitation,ae_plus_amount,,3836,1350,,,,,NGA
1350,0.2853309334753502,3.7991652972673973,3.385703868755588,0.6646279033671587,loco,xgb,dhs_women_edu,ae_only,,3836,1350,,,,,NGA
1350,0.4184853787877081,3.4270150895764195,3.0425784599118764,0.7969658011392357,loco,xgb,dhs_women_edu,tab_only,,3836,1350,,,,,NGA
1350,0.3277992248970034,3.6845563408152353,3.300908160275883,0.8076368820852161,loco,xgb,dhs_women_edu,full,,3836,1350,,,,,NGA
1350,0.3541211528855842,3.6116963309238264,3.2560356412772777,0.7942241675686317,loco,xgb,dhs_women_edu,ae_plus_orthogonal,,3836,1350,,,,,NGA
1350,0.3097363991216433,3.7337323585420497,3.3354784655350227,0.7692226768398677,loco,xgb,dhs_women_edu,ae_plus_amount,,3836,1350,,,,,NGA
1313,-0.044347415172725446,0.2793203295788317,0.22090726634608093,0.44817051188726037,loco,xgb,dhs_stunting,ae_only,,3819,1313,,,,,NGA
1313,-0.11457057033471596,0.28855847458721057,0.23119308099842942,0.2513065353640741,loco,xgb,dhs_stunting,tab_only,,3819,1313,,,,,NGA
1313,-0.039314516054035575,0.27864646913551144,0.22144123759781778,0.4320101759228491,loco,xgb,dhs_stunting,full,,3819,1313,,,,,NGA
1313,-0.020198349197913412,0.27607199647011577,0.2195120582701773,0.4509868949350551,loco,xgb,dhs_stunting,ae_plus_orthogonal,,3819,1313,,,,,NGA
1313,-0.022301862195879263,0.27635646174065426,0.2187112615034495,0.4352772389479837,loco,xgb,dhs_stunting,ae_plus_amount,,3819,1313,,,,,NGA
1350,-0.19715041794212862,0.13038536724403058,0.08878597201572525,0.3327316494639874,loco,xgb,dhs_mobile,ae_only,,3836,1350,,,,,NGA
1350,0.1927662286715911,0.10706663542956371,0.06997239116717267,0.6009210548621448,loco,xgb,dhs_mobile,tab_only,,3836,1350,,,,,NGA
1350,0.1387331172838101,0.11059191234156032,0.07308529266052775,0.520814103306856,loco,xgb,dhs_mobile,full,,3836,1350,,,,,NGA
1350,0.048913478641064656,0.11621562102768136,0.07736283041260861,0.45036042123058356,loco,xgb,dhs_mobile,ae_plus_orthogonal,,3836,1350,,,,,NGA
1350,0.10211885174265711,0.11291819321998925,0.07480947012702624,0.4985088281020029,loco,xgb,dhs_mobile,ae_plus_amount,,3836,1350,,,,,NGA
464,0.3505891218250855,0.586894930155996,0.5034923111510078,0.47173713533395634,loco,xgb,dhs_wealth,ae_only,,4722,464,,,,,SLE
464,0.558106382765913,0.4841271544020399,0.35162873763454566,0.5988703551101895,loco,xgb,dhs_wealth,tab_only,,4722,464,,,,,SLE
464,0.6395481467172899,0.43724435346473567,0.33155984368681074,0.6244245465924461,loco,xgb,dhs_wealth,full,,4722,464,,,,,SLE
464,0.5728570457968227,0.4759783529213031,0.3799064969824595,0.4904353769607219,loco,xgb,dhs_wealth,ae_plus_orthogonal,,4722,464,,,,,SLE
464,0.6515398730282906,0.42990958066283713,0.3233276460388001,0.6477568068191919,loco,xgb,dhs_wealth,ae_plus_amount,,4722,464,,,,,SLE
464,-0.11564993727438377,0.3541910040048288,0.29203044706634407,0.382196334387603,loco,xgb,dhs_sanitation,ae_only,,4722,464,,,,,SLE
464,0.32264823981177426,0.2759819542872404,0.22750045551822104,0.4772347090571741,loco,xgb,dhs_sanitation,tab_only,,4722,464,,,,,SLE
464,0.28615683061784836,0.283318515715748,0.237753225105076,0.46529376275593437,loco,xgb,dhs_sanitation,full,,4722,464,,,,,SLE
464,0.1883024523248642,0.3021138745962438,0.25166704717638166,0.448072388924293,loco,xgb,dhs_sanitation,ae_plus_orthogonal,,4722,464,,,,,SLE
464,0.29114991153333614,0.2823259204670271,0.23533529184501747,0.46165916168128446,loco,xgb,dhs_sanitation,ae_plus_amount,,4722,464,,,,,SLE
464,-5.454403687772827,5.943539530980195,5.5818535524645245,0.4293516028328337,loco,xgb,dhs_women_edu,ae_only,,4722,464,,,,,SLE
464,-2.8401740838584018,4.5845060420269235,4.213210797354836,0.5258127713307036,loco,xgb,dhs_women_edu,tab_only,,4722,464,,,,,SLE
464,-4.017779637309694,5.24050193435098,4.917217490327513,0.538238749117208,loco,xgb,dhs_women_edu,full,,4722,464,,,,,SLE
464,-4.1858625978966915,5.32755075779618,5.00723421608965,0.5215097318326319,loco,xgb,dhs_women_edu,ae_plus_orthogonal,,4722,464,,,,,SLE
464,-4.344272269476283,5.408307559104931,5.067504007594082,0.47388541589593314,loco,xgb,dhs_women_edu,ae_plus_amount,,4722,464,,,,,SLE
454,-0.11494325433045827,0.22770979497103008,0.17488377187647222,0.11157845424243891,loco,xgb,dhs_stunting,ae_only,,4678,454,,,,,SLE
454,-0.19073553530953236,0.2353222474034214,0.18082489005170993,0.12731023177505824,loco,xgb,dhs_stunting,tab_only,,4678,454,,,,,SLE
454,-0.15849729172740168,0.2321148047659812,0.17687634770073293,0.11705585538168481,loco,xgb,dhs_stunting,full,,4678,454,,,,,SLE
454,-0.1474737609069583,0.23100783599776548,0.17779865533540165,0.08538394049141926,loco,xgb,dhs_stunting,ae_plus_orthogonal,,4678,454,,,,,SLE
454,-0.16147423317003984,0.23241284121922787,0.17829901297548006,0.09120554357549521,loco,xgb,dhs_stunting,ae_plus_amount,,4678,454,,,,,SLE
464,-1.015645329824594,0.32864234871050924,0.25706744494302003,0.47350057116077293,loco,xgb,dhs_mobile,ae_only,,4722,464,,,,,SLE
464,-0.7873724519709377,0.30947387823918376,0.23859893471195265,0.43016320275540343,loco,xgb,dhs_mobile,tab_only,,4722,464,,,,,SLE
464,-0.8501538121162981,0.3148620979231176,0.2442745367739478,0.49722783986780805,loco,xgb,dhs_mobile,full,,4722,464,,,,,SLE
464,-0.9769645377059162,0.3254737044351224,0.2534914365327307,0.4380092626246933,loco,xgb,dhs_mobile,ae_plus_orthogonal,,4722,464,,,,,SLE
464,-0.893181594874846,0.31850232301310205,0.2482078337945558,0.5258492416933895,loco,xgb,dhs_mobile,ae_plus_amount,,4722,464,,,,,SLE
596,0.5299017543170794,0.5481909697962094,0.43506812280891355,0.6655693446647823,loco,xgb,dhs_wealth,ae_only,,4590,596,,,,,TZA
596,0.6767957002538725,0.4545442066623157,0.3445743046826947,0.7912863624421811,loco,xgb,dhs_wealth,tab_only,,4590,596,,,,,TZA
596,0.7043483407595952,0.4347381193739464,0.3318244592206373,0.7952154319621343,loco,xgb,dhs_wealth,full,,4590,596,,,,,TZA
596,0.662180966979317,0.4647074331614005,0.358077189196803,0.768765093302506,loco,xgb,dhs_wealth,ae_plus_orthogonal,,4590,596,,,,,TZA
596,0.7256223756441952,0.41880504802684876,0.31818263911438543,0.7953476706186168,loco,xgb,dhs_wealth,ae_plus_amount,,4590,596,,,,,TZA
596,0.3772241707768066,0.272492325061864,0.22264614437500502,0.639544027222632,loco,xgb,dhs_sanitation,ae_only,,4590,596,,,,,TZA
596,0.5206881795592386,0.23905480087020417,0.19166850374899055,0.7210133328743533,loco,xgb,dhs_sanitation,tab_only,,4590,596,,,,,TZA
596,0.5245599446220699,0.23808732970145963,0.1902177689484502,0.7516282101269288,loco,xgb,dhs_sanitation,full,,4590,596,,,,,TZA
596,0.46793242915346167,0.25186730495630993,0.20060661266364108,0.7208344772776305,loco,xgb,dhs_sanitation,ae_plus_orthogonal,,4590,596,,,,,TZA
596,0.5294757205323002,0.2368532887724823,0.18712331860907525,0.7519598884302853,loco,xgb,dhs_sanitation,ae_plus_amount,,4590,596,,,,,TZA
596,0.3264701436207318,1.765611417786463,1.3817008585737856,0.6020777250056158,loco,xgb,dhs_women_edu,ae_only,,4590,596,,,,,TZA
596,0.2976590628370265,1.8029791065892602,1.4276187199874213,0.6444049994274802,loco,xgb,dhs_women_edu,tab_only,,4590,596,,,,,TZA
596,0.36347232863072165,1.7164270364977092,1.3787778523944367,0.6793389821557062,loco,xgb,dhs_women_edu,full,,4590,596,,,,,TZA
596,0.30263406445714147,1.7965820960000158,1.4323916167220814,0.63915794429958,loco,xgb,dhs_women_edu,ae_plus_orthogonal,,4590,596,,,,,TZA
596,0.37631632025017314,1.6990215701434568,1.3421986343076564,0.6985064626347006,loco,xgb,dhs_women_edu,ae_plus_amount,,4590,596,,,,,TZA
592,0.06859704665521371,0.21307263923664316,0.1686438541934901,0.27580501198331553,loco,xgb,dhs_stunting,ae_only,,4540,592,,,,,TZA
592,0.03678119235757449,0.21668126230402923,0.16858702725604982,0.27987142268657694,loco,xgb,dhs_stunting,tab_only,,4540,592,,,,,TZA
592,0.09959550976344544,0.2094969507000356,0.16580748841216839,0.3268384140103859,loco,xgb,dhs_stunting,full,,4540,592,,,,,TZA
592,0.08048766016328257,0.21170819084490852,0.1671848654797351,0.30274092973076355,loco,xgb,dhs_stunting,ae_plus_orthogonal,,4540,592,,,,,TZA
592,0.08795663992995462,0.21084661006427446,0.167122048678229,0.29966433306497114,loco,xgb,dhs_stunting,ae_plus_amount,,4540,592,,,,,TZA
596,0.23931993079496983,0.11809849209600837,0.08906627631427458,0.5561178338285858,loco,xgb,dhs_mobile,ae_only,,4590,596,,,,,TZA
596,0.18337724883192263,0.1223641144184904,0.09183677290910042,0.5364489255180879,loco,xgb,dhs_mobile,tab_only,,4590,596,,,,,TZA
596,0.2740486002066108,0.11537111963666874,0.08661100528384215,0.6153382096836381,loco,xgb,dhs_mobile,full,,4590,596,,,,,TZA
596,0.26246245872919705,0.1162881333775694,0.08723196087267575,0.5891732067384043,loco,xgb,dhs_mobile,ae_plus_orthogonal,,4590,596,,,,,TZA
596,0.26956900838821174,0.1157265295871511,0.0864541291590505,0.6168452857069733,loco,xgb,dhs_mobile,ae_plus_amount,,4590,596,,,,,TZA
512,0.5700032185355446,0.5484593967750657,0.41708388749157166,0.6915888644270494,loco,xgb,dhs_wealth,ae_only,,4674,512,,,,,ZMB
512,0.7169823148963255,0.4449576383011053,0.32227025359952677,0.7367196172508897,loco,xgb,dhs_wealth,tab_only,,4674,512,,,,,ZMB
512,0.7390023425940561,0.4272973347064141,0.30766072786263976,0.7487959517801352,loco,xgb,dhs_wealth,full,,4674,512,,,,,ZMB
512,0.6975139160277438,0.4600071467161827,0.32726117288530077,0.7476273088543276,loco,xgb,dhs_wealth,ae_plus_orthogonal,,4674,512,,,,,ZMB
512,0.7399668682662548,0.42650705802937106,0.3079782496488406,0.7463407376889712,loco,xgb,dhs_wealth,ae_plus_amount,,4674,512,,,,,ZMB
512,0.3839795571653215,0.2548239198085058,0.20500295474630548,0.5761655273759808,loco,xgb,dhs_sanitation,ae_only,,4674,512,,,,,ZMB
512,0.44026264920103575,0.24290405986935923,0.1876939646244864,0.6129789221958414,loco,xgb,dhs_sanitation,tab_only,,4674,512,,,,,ZMB
512,0.45317545703770845,0.24008588552210933,0.1887452818264137,0.6155235252905236,loco,xgb,dhs_sanitation,full,,4674,512,,,,,ZMB
512,0.4520172987661044,0.24033999845844622,0.18691286531247897,0.6121586163345193,loco,xgb,dhs_sanitation,ae_plus_orthogonal,,4674,512,,,,,ZMB
512,0.45529581825634335,0.2396199561335631,0.18859726940718247,0.6187274592849737,loco,xgb,dhs_sanitation,ae_plus_amount,,4674,512,,,,,ZMB
512,0.3502821027311308,1.8123035678162387,1.4203383596614003,0.6489309165726603,loco,xgb,dhs_women_edu,ae_only,,4674,512,,,,,ZMB
512,0.18835008702338618,2.0255963398608596,1.6179328374564648,0.6477413498373602,loco,xgb,dhs_women_edu,tab_only,,4674,512,,,,,ZMB
512,0.43911536338713064,1.6838573715867517,1.3550589228980243,0.685806770106991,loco,xgb,dhs_women_edu,full,,4674,512,,,,,ZMB
512,0.48043293844858226,1.6206503814096478,1.283948739990592,0.6893687647506851,loco,xgb,dhs_women_edu,ae_plus_orthogonal,,4674,512,,,,,ZMB
512,0.5232853791284042,1.5523790258510464,1.2153211189433932,0.7241531534330424,loco,xgb,dhs_women_edu,ae_plus_amount,,4674,512,,,,,ZMB
512,-0.2578129428497613,0.2403861582108588,0.19511037011398003,0.020915203393501582,loco,xgb,dhs_stunting,ae_only,,4620,512,,,,,ZMB
512,-0.007160716867308015,0.21510515392990975,0.17160938648157753,0.24060446395400362,loco,xgb,dhs_stunting,tab_only,,4620,512,,,,,ZMB
512,-0.1426019328774304,0.22911256333887192,0.184726525854785,0.06971164753742815,loco,xgb,dhs_stunting,full,,4620,512,,,,,ZMB
512,-0.16273787018842367,0.2311225582000381,0.18542085820809007,0.04688078050633902,loco,xgb,dhs_stunting,ae_plus_orthogonal,,4620,512,,,,,ZMB
512,-0.2337079660875523,0.23807161144686376,0.1933651949511841,-0.006342944252621907,loco,xgb,dhs_stunting,ae_plus_amount,,4620,512,,,,,ZMB
512,0.24337128632599603,0.1340350401113142,0.10742906131781638,0.5447713223230316,loco,xgb,dhs_mobile,ae_only,,4674,512,,,,,ZMB
512,0.2610503392769534,0.13245988279114285,0.09821718279272318,0.5740462391292169,loco,xgb,dhs_mobile,tab_only,,4674,512,,,,,ZMB
512,0.28611316150345945,0.13019419689339656,0.10185974882915616,0.5675416864334022,loco,xgb,dhs_mobile,full,,4674,512,,,,,ZMB
512,0.267759411294487,0.13185719678815763,0.1046411523129791,0.5750116845624337,loco,xgb,dhs_mobile,ae_plus_orthogonal,,4674,512,,,,,ZMB
512,0.27022681531384873,0.13163485216479284,0.10351675271522254,0.5503215708894655,loco,xgb,dhs_mobile,ae_plus_amount,,4674,512,,,,,ZMB
602,0.5307856680704335,0.5586394402711784,0.44968337320187557,0.7673396633396772,loco,ssl_frozen_z_ridge,dhs_wealth,ssl_full_z,,4584,602,256.0,,,,GHA
602,0.18137180012468013,0.29955512532621814,0.23681122850490566,0.5366669769889083,loco,ssl_frozen_z_ridge,dhs_sanitation,ssl_full_z,,4584,602,256.0,,,,GHA
602,0.007449132184903506,2.70358908192788,2.2120746333535726,0.673187851215116,loco,ssl_frozen_z_ridge,dhs_women_edu,ssl_full_z,,4584,602,256.0,,,,GHA
600,-0.5016395220633534,0.20468478334918636,0.17340774563451608,0.28302500405851905,loco,ssl_frozen_z_ridge,dhs_stunting,ssl_full_z,,4532,600,256.0,,,,GHA
602,-2.4874294815164744,0.13457017653282408,0.10163394884017615,0.44774437278975343,loco,ssl_frozen_z_ridge,dhs_mobile,ssl_full_z,,4584,602,256.0,,,,GHA
172,0.6527837637044562,0.4439674557616337,0.3321613850786762,0.7818514561710095,loco,ssl_frozen_z_ridge,dhs_wealth,ssl_full_z,,5014,172,256.0,,,,GMB
172,0.20533432863947143,0.2528461908574329,0.20356433946899202,0.527782830973991,loco,ssl_frozen_z_ridge,dhs_sanitation,ssl_full_z,,5014,172,256.0,,,,GMB
172,0.14474664698803197,2.0900370345595976,1.6450101842367373,0.6241433979663732,loco,ssl_frozen_z_ridge,dhs_women_edu,ssl_full_z,,5014,172,256.0,,,,GMB
172,-1.765917420791972,0.18116860490996683,0.15384384895523273,0.3049893203882623,loco,ssl_frozen_z_ridge,dhs_stunting,ssl_full_z,,4960,172,256.0,,,,GMB
172,-8.227471079321152,0.12645271339771802,0.11012822112371755,0.052497963129081,loco,ssl_frozen_z_ridge,dhs_mobile,ssl_full_z,,5014,172,256.0,,,,GMB
1490,0.5692251689383188,0.5486885085563391,0.4340790677311584,0.7808132209449721,loco,ssl_frozen_z_ridge,dhs_wealth,ssl_full_z,,3696,1490,256.0,,,,KEN
1490,0.31400434690693046,0.25711391968908165,0.20735038432648917,0.5885649898126103,loco,ssl_frozen_z_ridge,dhs_sanitation,ssl_full_z,,3696,1490,256.0,,,,KEN
1490,0.26010074012991513,2.6469149479381273,2.244846470721516,0.6409170191103173,loco,ssl_frozen_z_ridge,dhs_women_edu,ssl_full_z,,3696,1490,256.0,,,,KEN
1489,-0.7021402291548577,0.19704699773817608,0.16760693486627315,0.14725049929377235,loco,ssl_frozen_z_ridge,dhs_stunting,ssl_full_z,,3643,1489,256.0,,,,KEN
1490,-1.0254095927718119,0.13034846505344772,0.10581509920974706,0.3056877860870782,loco,ssl_frozen_z_ridge,dhs_mobile,ssl_full_z,,3696,1490,256.0,,,,KEN
1350,0.7177055631590172,0.4691641009800192,0.36027954079628993,0.8483572964618604,loco,ssl_frozen_z_ridge,dhs_wealth,ssl_full_z,,3836,1350,256.0,,,,NGA
1350,0.3869226878656198,0.2864733510752284,0.23210638687290527,0.7000123584716,loco,ssl_frozen_z_ridge,dhs_sanitation,ssl_full_z,,3836,1350,256.0,,,,NGA
1350,0.21013057624446263,3.9940486310003505,3.589199447521457,0.6999783621298287,loco,ssl_frozen_z_ridge,dhs_women_edu,ssl_full_z,,3836,1350,256.0,,,,NGA
1313,-0.1259538440201209,0.290028276433174,0.23272463321538256,0.2954573685767224,loco,ssl_frozen_z_ridge,dhs_stunting,ssl_full_z,,3819,1313,256.0,,,,NGA
1350,-0.05517035811263282,0.1224096863308108,0.08366784691258713,0.42574882228395655,loco,ssl_frozen_z_ridge,dhs_mobile,ssl_full_z,,3836,1350,256.0,,,,NGA
464,0.5552585121401848,0.4856846754896796,0.38782705127909894,0.5535948269855875,loco,ssl_frozen_z_ridge,dhs_wealth,ssl_full_z,,4722,464,256.0,,,,SLE
464,0.34507398385644994,0.27137489916633695,0.22609954985693612,0.5304835601581642,loco,ssl_frozen_z_ridge,dhs_sanitation,ssl_full_z,,4722,464,256.0,,,,SLE
464,-3.777194682089596,5.113326957106483,4.733481733289001,0.4359715434746054,loco,ssl_frozen_z_ridge,dhs_women_edu,ssl_full_z,,4722,464,256.0,,,,SLE
454,-0.15929873312118215,0.2321950786915721,0.17725921475578774,0.10662410633874354,loco,ssl_frozen_z_ridge,dhs_stunting,ssl_full_z,,4678,454,256.0,,,,SLE
464,-1.0273356761820458,0.32959400133885686,0.25881016439083837,0.28102117440976143,loco,ssl_frozen_z_ridge,dhs_mobile,ssl_full_z,,4722,464,256.0,,,,SLE
596,0.6500349261643991,0.4729877730591228,0.3778585121045617,0.7588647087447841,loco,ssl_frozen_z_ridge,dhs_wealth,ssl_full_z,,4590,596,256.0,,,,TZA
596,0.4860360109805738,0.24754533463639058,0.1995628474767776,0.712386719368936,loco,ssl_frozen_z_ridge,dhs_sanitation,ssl_full_z,,4590,596,256.0,,,,TZA
596,-0.08208623642538959,2.2379358797905957,1.7599277228317005,0.5112989100027737,loco,ssl_frozen_z_ridge,dhs_women_edu,ssl_full_z,,4590,596,256.0,,,,TZA
592,0.023413568895764292,0.21817964103648343,0.16882488554079286,0.2512548520144994,loco,ssl_frozen_z_ridge,dhs_stunting,ssl_full_z,,4540,592,256.0,,,,TZA
596,0.06956811128575313,0.13061276613778675,0.09787653656613907,0.49022261157008407,loco,ssl_frozen_z_ridge,dhs_mobile,ssl_full_z,,4590,596,256.0,,,,TZA
512,0.7068227947274762,0.452873573969476,0.31577920427116624,0.7601479977054508,loco,ssl_frozen_z_ridge,dhs_wealth,ssl_full_z,,4674,512,256.0,,,,ZMB
512,0.4513430342694207,0.24048781599811436,0.19248736401641509,0.6194018634167628,loco,ssl_frozen_z_ridge,dhs_sanitation,ssl_full_z,,4674,512,256.0,,,,ZMB
512,0.42670500509001374,1.7023843003198573,1.3768921843729913,0.652506367044514,loco,ssl_frozen_z_ridge,dhs_women_edu,ssl_full_z,,4674,512,256.0,,,,ZMB
512,0.01879702401129557,0.21231508673701832,0.16798003711301135,0.29000233424979266,loco,ssl_frozen_z_ridge,dhs_stunting,ssl_full_z,,4620,512,256.0,,,,ZMB
512,0.35383889468181773,0.12386464028937669,0.09480777219869196,0.6476544173877888,loco,ssl_frozen_z_ridge,dhs_mobile,ssl_full_z,,4674,512,256.0,,,,ZMB
